id,artist,title,year,medium,dimensions,object_id,file_name
13255,"Hyers + Mebane","Photographs 7553, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.64,2012_27_64.jpg
13256,"Hyers + Mebane","Coffee Cup 6853, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.65,2012_27_65.jpg
13257,"Hyers + Mebane","Meat 7771, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.66,2012_27_66.jpg
13258,"Hyers + Mebane","Condiments 6873, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.67,2012_27_67.jpg
13259,"Hyers + Mebane","Sunbeam Bread 7055, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.68,2012_27_68.jpg
13260,"Hyers + Mebane","Air Hockey 5635, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.69,2012_27_69.jpg
13261,"Hyers + Mebane","Allstate 7806, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.70,2012_27_70.jpg
13262,"Hyers + Mebane","Loom 2909, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.71,2012_27_71.jpg
13263,"Hyers + Mebane","Boardgames 3623, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.72,2012_27_72.jpg
13264,"Stuke, Katja","London 5, from the "Supernatural"" series"","2008; printed 2013","Inkjet print","frame: 45 in x 37 1/8 in x 1 in; image: 39 in x 31 1/4 in",2013:258,2013_258.jpg
13265,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"mat: 20 in x 16 in x 1/2 in; image: 8 3/4 in x 6 1/2 in",2013:62,2013_62.jpg
13266,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"mat: 20 in x 16 in x 1/2 in; image: 8 in x 6 in",2013:63,2013_63.jpg
13267,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"mat: 20 in x 16 in x 1/2 in; image: 8 1/4 in x 6 1/2 in",2013:64,2013_64.jpg
13268,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"mat: 20 in x 16 in x 1/2 in; image: 7 3/4 in x 5 3/4 in",2013:65,2013_65.jpg
13269,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"image: 8 3/4 in x 6 1/2 in; mat: 20 in x 16 in x 1/2 in",2013:66,2013_66.jpg
13270,"Cook, Charles J.",Untitled,"c. 1920",Photogravure,"image: 7 in x 9 1/4 in; mat: 20 in x 16 in x 1/2 in",2013:67,2013_67.jpg
13271,"Kelly, Angela","Julie, Trilby, Laura, Tricia, and Baby Sarah, from Changing Chicago",1987-1988,"Gelatin silver print","paper: 16 in x 20 in",1995:183,1995_183.jpg
13272,"Martinez, Eniac","Untitled, from the "Camino Real"" series"","c. 2001","Inkjet print","image: 4 3/4 in x 13 in; mat: 10 in x 18 in; paper: 5 15/16 in x 15 9/16 in",S2014:18,S2014_18.jpg
13273,"Villaseńor, Enrique","Untitled, from the "Todo La Vida"," Toda La Muerta. Evocación de la fiesta brava"" series"",1993-1994,"Inkjet print","image: 13 1/2 in x 10 1/8 in; mat: 20 in x 16 in; paper: 19 in x 13 in",S2014:6
13274,"Villaseńor, Enrique","Untitled, from the "Todo La Vida"," Toda La Muerta. Evocación de la fiesta brava"" series"",1993-1994,"Inkjet print","image: 13 7/8 in x 10 in; mat: 20 in x 16 in; paper: 15 1/2 in x 13 in",S2014:11
13275,"Ibáńez, Alberto","Sandungera III, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 18 1/2 in x 12 3/8 in; mat: 24 in x 20 in; paper: 20 in x 16 in",S2014:20,S2014_20.jpg
13276,"Ibáńez, Alberto","La Reina, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 18 1/2 in x 12 1/2 in; mat: 24 in x 20 in; paper: 20 in x 16 in",S2014:19,S2014_19.jpg
13277,"Ibáńez, Alberto","Sandungera I, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 18 1/2 in x 12 3/8 in; mat: 24 in x 20 in; paper: 20 in x 16 in",S2014:21,S2014_21.jpg
13278,"Ibáńez, Alberto","Entre Miradas, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 18 1/2 in x 12 3/8 in; mat: 24 in x 20 in; paper: 20 in x 16 in",S2014:22,S2014_22.jpg
13279,"Ibáńez, Alberto","Soveau Altiva, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 15 in x 15 3/4 in; mat: 24 in x 20 in; paper: 20 in x 16 1/4 in",S2014:23,S2014_23.jpg
13280,"Ibáńez, Alberto","Coqueteria, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 14 3/4 in x 14 3/4 in; mat: 20 in x 24 in; paper: 18 1/4 in x 16 1/4 in",S2014:24,S2014_24.jpg
13281,"Ibáńez, Alberto","Sandungere II, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 14 3/4 in x 14 3/4 in; mat: 20 in x 24 in; paper: 18 1/4 in x 16 1/4 in",S2014:25,S2014_25.jpg
13282,"Ibáńez, Alberto","Tres Generaciones, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 14 3/4 in x 14 3/4 in; mat: 20 in x 24 in; paper: 18 1/4 in x 16 1/4 in",S2014:26,S2014_26.jpg
13283,"Ibáńez, Alberto","Amaranta, Juchitán, Oaxaca",2001,"Gelatin silver print","image: 14 3/4 in x 14 3/4 in; mat: 20 in x 24 in; paper: 18 1/4 in x 16 1/4 in",S2014:27,S2014_27.jpg
13284,"Levitt, Helen","Gypsy Girls on Car","1940, printed c. 1990","Gelatin silver print","image: 10-3/8 in x 6-7/8 in; paper: 14 in x 10 7/8 in; mat: 20 in x 16 in",EL2003:22,EL2003_22.JPG
13285,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 9 5/8 in x 14 in; mat: 16 in x 20 in; paper: 10 3/4 in x 15 in",S2014:28,S2014_28.jpg
13286,"Hyers + Mebane","Monogrammed Towels 8117, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.73,2012_27_73.jpg
13287,"Hyers + Mebane","Desk 4971, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.74,2012_27_74.jpg
13288,"Hyers + Mebane","Chalkboard 3032, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.75,2012_27_75.jpg
13289,"Hyers + Mebane","File Cabinets 5591, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.76,2012_27_76.jpg
13290,"Hyers + Mebane","Money 7540, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.77,2012_27_77.jpg
13291,"Hyers + Mebane","Chaise Lounge 6396, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.78,2012_27_78.jpg
13292,"Hyers + Mebane","Graffiti 7418, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.79,2012_27_79.jpg
13293,"Hyers + Mebane","Window 6639, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.80,2012_27_80.jpg
13294,"Hyers + Mebane","Kitchen Utensils 8704, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.81,2012_27_81.jpg
13295,"Hyers + Mebane","Closet 2394, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.82,2012_27_82.jpg
13296,"Hyers + Mebane","Bible 2624, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.83,2012_27_83.jpg
13297,"Hyers + Mebane","Guns 1358, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.84,2012_27_84.jpg
13298,"Hyers + Mebane","Stovetop 2794, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.85,2012_27_85.jpg
13299,"Hyers + Mebane","Spoons 6834, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.86,2012_27_86.jpg
13300,"Hyers + Mebane","Police Lights 7395, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.87,2012_27_87.jpg
13301,"Hyers + Mebane","Racecar 2369, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.88,2012_27_88.jpg
13302,"Hyers + Mebane","Numbers 6643, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.89,2012_27_89.jpg
13303,"Delano, Jack","Shell shocked vet with his sideshow, Fort Bragg","1941; printed 1978","Gelatin silver print","image: 9 in x 12 in; mat: 16 in x 20 in; paper: 11 in x 14 in",2013:273,2013_273.JPG
13304,"Delano, Jack","Steel Mill Worker","1941; printed 1990","Gelatin silver print","image: 9 in x 12 in; mat: 16 in x 20 in; paper: 11 in x 14 in",2013:274,2013_274.JPG
13305,"Levitt, Helen","NY (Child grabbing old man)","1942; printed c. 1980","Gelatin silver print","image: 9 3/4 in x 6 1/4 in; mat: 20 in x 16 in; paper: 13 7/8 in x 10 3/8 in",2013:269,2013_269.JPG
13306,"White, Clarence","Portrait of Miss Mary Everett",1908,Photogravure,"image: 8 5/8 in x 6 3/16 in; mat: 20 in x 16 in; paper: 11 7/8 in x 8 1/4 in",2013:271,2013_271.JPG
13307,"Cameron, Julia Margaret","Ellen Terry at 16, from Camera Work, Issue No. 41","printed 1913",Photogravure,"mat: 20 in x 16 in; paper: 11 5/8 in x 8 1/4 in",2013:272,2013_272.JPG
13308,"Stieglitz, Alfred","The Asphalt Paver, NY","1892; printed 1913",Photogravure,"image: 5 5/16 in x 7 in; mat: 20 in x 16 in; paper: 11 3/8 in x 7 13/16 in",2013:275,2013_275.JPG
13309,"Klein, William","4 heads, New York","1954; printed 1992","Gelatin silver print","image: 17 1/2 in x 13 1/4 in; mat: 24 in x 20 in; paper: 19 3/4 in x 15 3/4 in",2013:268,2013_268.JPG
13310,"Warhol, Andy","Karen Kain",1980,"Screenprint; mixed media","paper: 40 1/8 in x 32 in",2013:263,2013_263.jpg
13311,"Warhol, Andy","Reigning Queens (Queen Ntombi Twala)",1985,"Screenprint; mixed media","paper: 39 3/8 in x 31 5/8 in",2013:264,2013_264.jpg
13312,"Warhol, Andy",Truck,1985,Screenprint,"frame: 44 3/4 in x 44 3/4 in x 1 5/16 in; image: 39 3/4 in x 39 3/4 in; paper: 40 1/8 in x 40 1/8 in",2013:265,2013_265.jpg
13313,"Warhol, Andy","Sitting Bull",1986,Screenprint,"paper: 36 in x 36 in",2013:266,2013_266.jpg
13314,"Jackson, William Henry","The Capitol at Washington, D.C.",1898,Photochrome,"overall: 3 1/2 in x 7 in",2013:68,2013_68.jpg
13315,"Jackson, William Henry","In the Thousand Islands, Ontario",1901,Photochrome,"overall: 3 1/2 in x 7 in",2013:69,2013_69.jpg
13316,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 8 1/4 in x 12 in; mat: 16 in x 20 in; paper: 10 in x 14 in",S2014:31,S2014_31.jpg
13317,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 10 1/4 in x 15 1/4 in; mat: 16 in x 20 in; paper: 11 1/2 in x 16 3/4 in",S2014:32,S2014_32.jpg
13318,"Vela, Jorge  Lépez","The Band of San Francisco, San Francisco Cajous, Oaxaca, Mexico, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 8 in x 12 in; mat: 16 in x 20 in; paper: 10 in x 14 in",S2014:33,S2014_33.jpg
13319,"Vela, Jorge  Lépez","The Hunt of the Deer, Yatsora, Oaxaca, Mexico, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 8 in x 12 in; mat: 16 in x 20 in; paper: 10 in x 13 3/4 in",S2014:34,S2014_34.jpg
13320,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 8 1/4 in x 12 in; mat: 16 in x 20 in; paper: 10 in x 14 in",S2014:35,S2014_35.jpg
13321,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 10 in x 15 in; mat: 20 in x 24 in; paper: 12 in x 17 in",S2014:36,S2014_36.jpg
13322,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 14 7/8 in x 6 1/4 in; mat: 20 in x 16 in; paper: 18 in x 12 in",S2014:37,S2014_37.jpg
13323,"Vela, Jorge  Lépez","Untitled, from the "Mountain Culture"" series"",n.d.,"Gelatin silver print","image: 10 in x 15 in; mat: 16 in x 20 in; paper: 11 3/4 in x 16 3/4 in",S2014:38,S2014_38.jpg
13324,"Levinson, Joel D.","Untitled #25, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 9 7/8 in x 11 1/16 in; paper: 11 in x 14 in",2012:180,2012_180.jpg
13325,"Levinson, Joel D.","Untitled #21, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 11 1/4 in x 9 5/8 in; paper: 14 in x 11 in",2012:178,2012_178.jpg
13326,"Levinson, Joel D.","Untitled #9, from the "California Flea Market"" series"",1975,"Gelatin silver print","image: 12 1/2 in x 8 3/8 in; paper: 14 in x 11 in",2012:173,2012_173.jpg
13327,"Levinson, Joel D.","Untitled #17, from the "California Flea Market"" series"",1975,"Gelatin silver print","image: 9 1/2 in x 10 3/8 in; paper: 11 in x 14 in",2012:175,2012_175.jpg
13328,"Levinson, Joel D.","Untitled #11, from the "California Flea Market"" series"",1975,"Gelatin silver print","image: 9 5/8 in x 9 9/16 in; paper: 11 in x 14 in",2012:174,2012_174.jpg
13329,"Levinson, Joel D.","Untitled #3, from the "California Flea Market"" series"",1975,"Gelatin silver print","image: 10 in x 12 in; paper: 11 in x 14 in",2012:172,2012_172.jpg
13330,"Levinson, Joel D.","Untitled #22, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 10 1/2 in x 9 15/16 in; paper: 14 in x 11 in",2012:179,2012_179.jpg
13331,"Levinson, Joel D.","Untitled #26, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 11 3/8 in x 9 5/8 in; paper: 14 in x 11 in",2012:181,2012_181.jpg
13332,"Levinson, Joel D.","Untitled #34, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 9 1/4 in x 12 3/8 in; paper: 11 in x 14 in",2012:182,2012_182.jpg
13333,"Hyers + Mebane","Oven Clock 4285, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.90,2012_27_90.jpg
13334,"Hyers + Mebane","Mailboxes 7229, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.91,2012_27_91.jpg
13335,"Hyers + Mebane","Newspaper Rack 6796, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.92,2012_27_92.jpg
13336,"Hyers + Mebane","Newspaper Rack 6796, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.93,2012_27_93.jpg
13337,"Hyers + Mebane","Graveyard 7790, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.94,2012_27_94.jpg
13338,"Hyers + Mebane","Christmas Tree 8557, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.95,2012_27_95.jpg
13339,"Hyers + Mebane","Menorah 8649, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.96,2012_27_96.jpg
13340,"Hyers + Mebane","Lightswitch 2493, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.97,2012_27_97.jpg
13341,"Hyers + Mebane","Pillow 7572, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.98,2012_27_98.jpg
13342,"Hyers + Mebane","Bar Counter 3945, from the EMPIRE portfolio","2005; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.99,2012_27_99.jpg
13343,"Hyers + Mebane","Coffee Pot 4992, from the EMPIRE portfolio","2006; printed 2012","Inkjet print","image: 15 in x 18 3/4 in; paper: 17 in x 20 3/4 in",2012:27.100,2012_27_100.jpg
13344,"Jackson, William Henry","Colorado, A Miner's Blacksmith","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:70,2013_70.jpg
13345,"Jackson, William Henry","Colorado, Mount Sopris from Spring Gulch Mine","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:71,2013_71.jpg
13346,"Jackson, William Henry","Colorado Burros Loaded with Lumber","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:72,2013_72.jpg
13347,"Jackson, William Henry","Colorado, A Pioneer Merchant","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:73,2013_73.jpg
13348,"Jackson, William Henry","Colorado, "American-Nettie"" Mine"," Ouray"","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:74
13349,"Jackson, William Henry","Colorado Pack Train on Mountain Road","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:75,2013_75.jpg
13350,"Jackson, William Henry","Colorado, Placer Mining","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:76,2013_76.jpg
13351,"Jackson, William Henry","Colorado, Miner's Cabin in Winter","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:77,2013_77.jpg
13352,"Jackson, William Henry","Colorado, Aspen Silver Mines","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:78,2013_78.jpg
13353,"Jackson, William Henry","Colorado, Round Up in the Corral","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:79,2013_79.jpg
13354,"Jackson, William Henry","A Cowboy","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:80,2013_80.jpg
13355,"Jackson, William Henry","Branding Calves, Colorado","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:81,2013_81.jpg
13356,"Jackson, William Henry","Women at the Matate, Moki Pueblo, Arizona","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:82,2013_82.jpg
13357,"Jackson, William Henry","Colorado, "The Round Up"," Roping a Steer"","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:83
13358,"Jackson, William Henry","Patient Toil, Moki Pueblos, Arizona",1901,Photochrome,"overall: 3 1/2 in x 7 in",2013:84,2013_84.jpg
13359,"Jackson, William Henry","Bringing in the Harvest, Moki Pueblos, Arizona","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:85,2013_85.jpg
13360,"Jackson, William Henry","Acoma, New Mexico","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:86,2013_86.jpg
13361,"Jackson, William Henry","New Mexico, Los Pueblos de Taos","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:87,2013_87.jpg
13362,"Jackson, William Henry","New Mexico, Pueblo de Taos","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:88,2013_88.jpg
13363,"Jackson, William Henry","An "Estufa"," Pueblo of Taos"," New Mexico"","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in"
13364,"Jackson, William Henry","Relics of an Ancient Race, Pueblo of San Juan, New Mexico","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:90,2013_90.jpg
13365,"Jackson, William Henry","Going to the Spring, Pueblo of San Juan, New Mexico","c. 1900",Photochrome,"overall: 3 1/2 in x 7 in",2013:91,2013_91.jpg
13366,"Levinson, Joel D.","Untitled #35, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 11 in x 9 1/2 in; paper: 14 in x 11 in",2012:183,2012_183.jpg
13367,"Levinson, Joel D.","Untitled #37, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 8 7/8 in x 12 5/8 in; paper: 11 in x 14 in",2012:184,2012_184.jpg
13368,"Levinson, Joel D.","Untitled #42, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 9 1/2 in x 10 3/4 in; paper: 11 in x 14 in",2012:185,2012_185.jpg
13369,"Levinson, Joel D.","Untitled #47, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 6 3/8 in x 12 1/2 in; paper: 11 in x 14 in",2012:186,2012_186.jpg
13370,"Levinson, Joel D.","Untitled #46, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 9 1/2 in x 11 1/8 in; paper: 11 in x 14 in",2012:187,2012_187.jpg
13371,"Levinson, Joel D.","Untitled #48, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 8 9/16 in x 12 1/2 in; paper: 11 in x 14 in",2012:188,2012_188.jpg
13372,"Levinson, Joel D.","Untitled #49, from the "California Flea Market"" series"",1976,"Gelatin silver print","image: 9 5/8 in x 10 7/8 in; paper: 11 in x 14 in",2012:189,2012_189.jpg
13373,"Levinson, Joel D.","Untitled #50, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 10 1/4 in x 9 1/2 in; paper: 14 in x 11 in",2012:190,2012_190.jpg
13374,"Levinson, Joel D.","Untitled #51, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 9 1/8 in x 12 1/2 in; paper: 11 in x 14 in",2012:191,2012_191.jpg
13375,"Levinson, Joel D.","Untitled #52, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 8 1/2 in x 12 1/2 in; mat: 16 in x 20 in; paper: 11 in x 14 in",2012:192,2012_192.jpg
13376,"Levinson, Joel D.","Untitled #54, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 10 5/8 in x 9 3/8 in; paper: 14 in x 11 in",2012:193,2012_193.jpg
13377,"Levinson, Joel D.","Untitled #56, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 9 3/8 in x 7 1/4 in; paper: 11 in x 14 in",2012:194,2012_194.jpg
13378,"Levinson, Joel D.","Untitled #57, from the "California Flea Market"" series"",1977,"Gelatin silver print","image: 11 1/4 in x 9 3/4 in; paper: 14 in x 11 in",2012:195,2012_195.jpg
13379,"Jackson, William Henry","Box Canyon, Ouray, Colorado","c. 1900",Photochrom,"image/paper: 6 1/2 in x 4 1/2 in",2015:163,2015_163.jpg
13380,"Jackson, William Henry","Niagara Falls, From Steel Arch","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:164,2015_164.jpg
13381,"Jackson, William Henry","American Fall from Loop of Incline","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 1/2 in",2015:166,2015_166.jpg
13382,"Jackson, William Henry","American Fall from Goat Island, Niagara","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 1/2 in",2015:167,2015_167.jpg
13383,"Jackson, William Henry","American Fall in Winter, Niagara","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:168,2015_168.jpg
13384,"Jackson, William Henry","Whirlpool Rapids, Niagara",1900,Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:169,2015_169.jpg
13385,"Jackson, William Henry","Whirlpool Rapids, Niagara","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:170,2015_170.jpg
13386,"Jackson, William Henry","Mines in Eagle River Canyon","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:172,2015_172.jpg
13387,"Jackson, William Henry","The Lake, Lucky Baldwins Ranch, Pasedena, CA","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:173,2015_173.jpg
13388,"Jackson, William Henry","Spring House, Shasta Springs, CA","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:174,2015_174.jpg
13389,"Lu, Yang","Wrathful King Kong Core",2011,"HD video","14 minutes, 47 seconds",EL2014:35,EL2014_35.jpg
13390,"Dietrich, Scott","Untitled (triptych), from the "Chicago Landscapes"" series"",n.d.,"Gelatin silver print","frame: 15 1/4 in x 54 in",2014:320,2014_320.jpg
13391,"Jackson, William Henry","Chipeta Falls, Black Canyon of the Gunnison","c. 1900",Photochrom,"image/paper: 4 1/2 in x 6 7/16 in",2015:165,2015_165.jpg
13392,"Wagner, Catherine","Alfred University, Science Classroom, Alfred, NY",1987,"Gelatin silver print","frame: 23 1/4 in x 26 1/2 in",2014:323,2014_323.jpg
13393,"Sambunaris, Victoria","Untitled (red containers, wet ground), Fort Worth, Texas",2000,"Inkjet print","mat: 28 in x 32 in; paper: 20 in x 24 in",2014:322,2014_322.jpg
13394,NASA,"STS - 83 Shuttle Mission Imagery",1997/2005,"Inkjet print","image: 9 7/8 in x 9 7/8 in; paper: 12 in x 12 1/4 in",S2005:2,2005_232.JPG
13395,"Garner, Gretchen","More Itself than One Knew, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.2,1993_14_2.jpg
13396,"Garner, Gretchen","The Bosom of Grandfather Nelson's Shirt, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.3,1993_14_3.jpg
13397,"Garner, Gretchen","The Roll of the Billows, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.4,1993_14_4.jpg
13398,"Garner, Gretchen","Being Not Merely Knowing, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.5,1993_14_5.jpg
13399,"Garner, Gretchen","Only a Reflection, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.6,1993_14_6.jpg
13400,"Garner, Gretchen","Only a Little While, from the "Vanitas"" portfolio"",1980,"Chromogenic development print","image: 10 in x 12 15/16 in; paper: 11 in x 14 in",1993:14.7,1993_14_7.jpg
